"Listing"

"WFR Listing"
"Created 16 February 2022 05:30"


"CVN","Stock Exchange Ticker","Speed (knots)","Speed category","Great Lakes Fitted","Contract Date Ind","Self Unloader (Ind)","Builder Yard Location","Air Draft From Water Line (m)","Demo Location","Manager Group","Grabs Ind","Vessel Name Date","Ice Class (Ind)","Ice Notation","Self Unloader Type","Original Builder","Original Builder Group","FEU Max In Holds","FEU Max On Deck","Deck Strength (sq m t)","Deck Cargo (Ind)","SOx Scrubber Indicator","BWMS Status","Deck Timber Loading (Ind)","Pool Operator Country/Region","BWMS 1 Retrofit Date","BWMS Technology Type","Grabs No","Deck Cargo Height (m)","Auxiliary Engine Detail","BWMS 2 Retrofit Date","Propulsor Detail","Maximum Speed (knots)","Self Unloader Cap (t hr)","Total Cargo Decks No","Hatch Max Length (m)","Hatch Max Width (m)","Heavy Lift (Ind)","Hull Type"
15975399,,14.4,"Service","N",,"N","Tianjin",38.7,,"Polska Zegluga M",,"01-Jan-2008","Y","1C",,"Tianjin Xingang HI","CSSC",,,,,,"Pending",,,"01-Oct-2023","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Wartsila 4-stroke 4L20 - 4-stroke 4-cyl. 200mm x 280mm bore/stroke 2,220mkW total at 900rpm driving 3 x AC generator(s) at 2,100ekW total, (2,625kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,22.4,18,"N","D/Hull"
15975423,,14.4,"Service","N",,"N","Tianjin",38.7,,"Polska Zegluga M",,"01-Jan-2008","Y","1C",,"Tianjin Xingang HI","CSSC",,,,,,"Fitted",,,"16-Sep-2018","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Wartsila 4-stroke 4L20 - 4-stroke 4-cyl. 200mm x 280mm bore/stroke 2,220mkW total at 900rpm driving 3 x ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,22.4,18,"N","D/Hull"
16020272,"9107",14.5,"Service","N",,"N","Saikai",,,"K-Line",,"01-May-2008","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,"Y",,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 125rpm",,,,,,,"D/Hull"
15632265,,11.5,"Laden","N",,"N","Yokohama",,,"Alassia Newships","N","01-Mar-2016","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N","Y","Fitted","N",,"24-Dec-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 103rpm",,,,17.1,16.8,"N","D/Hull"
15632399,"SB",11.5,"Laden","N",,"N","Yokohama",,,"Safe Bulkers","N","31-Jan-2006","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N","Y","Fitted","N",,"17-Dec-2019","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 103rpm",,,,17.1,16.8,"N","D/Hull"
15698737,,12.9,"Laden","N",,"N","Huludao",,,"Chang Myung Shipping","N","14-Dec-2007","N",,,"Bohai Shipbuilding","CSSC",,,,,,,"N",,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,880mkW total at 1,800rpm driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 94rpm, Ø8.00m",17.09,,1,,,"N","D/Hull"
15698861,,10.5,"Eco-Speed - Laden","N",,"N","Huludao",,,"Chang Myung Shipping","N","18-Apr-2008","N",,,"Bohai Shipbuilding","CSSC",,,,,,"Fitted","N",,"23-Mar-2021","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x AC generator(s) at 60Hz","23-Mar-2021","1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 94rpm, Ø8.00m",17.42,,1,,,"N","D/Hull"
15698995,,14.7,"Service","N",,"N","Tsu",,,"Wen Chang Star","N","01-Dec-2020","N",,,"Universal SB (Tsu)","Universal SB (Tsu)",,,,,,"Pending","N",,"03-Oct-2022",,,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 1,680ekW total, (2,100kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 81rpm",,,1,15.84,23.4,"N","D/Hull"
15763899,,14.1,"Service",,,"N","Surabaya",,,"Baltic Ship Man Pte","Y","01-Apr-2021","N",,,"PT PAL Indonesia","PT PAL Indonesia",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N21L-EV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,400mkW total at 750rpm driving 3 x AC generator(s) at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 127rpm",,,,,,,"D/Hull"
15774529,,15,"Service","N",,"N","Geoje",,,"SM Group","N","09-May-2006","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N",,"Fitted","N",,"25-Jan-2021","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,400ekW total, (3,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",17.79,,1,14.72,21,"N","D/Hull"
15774653,,15.1,"Service","N",,"N","Geoje",,,"SM Group","N","01-Jan-2006","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N",,"Fitted","N",,"20-Jul-2021","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 2,400ekW total, (3,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",17.79,,1,14.72,21,"N","D/Hull"
15678821,,12,"Eco-Speed - Laden",,,,"Ha Long",,,"Holger Navigation","Y","01-Aug-2021","N",,,"Ha Long Shipbuilding","Vietnam SBIC",,,,,,"Pending",,,"12-Mar-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x Nishishiba ac generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,21.6,22.4,,"D/Hull"
15678955,,14,"Service",,,,"Ha Long",,,"ASM Maritime BV",,"20-Feb-2008","N",,,"Ha Long Shipbuilding","Vietnam SBIC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,"D/Hull"
15679031,,14,"Service",,,,"Ha Long",,,"Longan Shipping",,"01-May-2020","N",,,"Ha Long Shipbuilding","Vietnam SBIC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,,,,"D/Hull"
15679165,,14.7,"Service",,,,"Hai Phong",,,"Fleet Management","Y","04-Sep-2007","N",,,"Nam Trieu SB","Vietnam SBIC",,,,,,"Pending",,,"20-Aug-2022","FILTRATION - ULTRAVIOLET",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,21.6,22.4,,"D/Hull"
15679299,,13,"Laden",,,,"Hai Phong",,,"Pontos Marine","Y","01-Aug-2021","N",,,"Nam Trieu SB","Vietnam SBIC",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x Nishishiba AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,,21.6,22.4,,"D/Hull"
15679323,,14,"Service",,,,"Ha Long",,,"Atlantska Plovidba",,"01-Jan-2009","N",,,"Ha Long Shipbuilding","Vietnam SBIC",,,,,,"Pending",,,"17-Aug-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x AC generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Changzhou Zhonghai, 127rpm",,,,,,,"D/Hull"
15679457,,14,"Service",,,,"Ha Long",,,"Atlantska Plovidba",,"26-Oct-2009","N",,,"Ha Long Shipbuilding","Vietnam SBIC",,,,,,"Pending",,,"21-Sep-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 127rpm",,,,,,,"D/Hull"
15679907,,14,"Service",,,,"Hai Phong",,,"Schoeller Holdings","Y","01-Aug-2021","N",,,"Nam Trieu SB","Vietnam SBIC",,,,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,308mkW total at 720rpm driving 3 x Nishishiba AC generator(s) at 2,280ekW total, (2,850kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Changzhou Zhonghai, 127rpm",,,,21.6,22.4,,"D/Hull"
15680345,,11.5,"Laden","N",,"N","Yokohama",,,"STX Corporation","N","01-May-2015","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N",,"Fitted","N",,"20-Jun-2021","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 103rpm",16,,,17.1,16.8,"N","D/Hull"
15680479,"SB",14.5,"Service","N",,"N","Yokohama",,,"Safe Bulkers","N","01-Jul-2013","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N","Y","Fitted","N",,"09-Sep-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,560ekW total, (1,950kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 103rpm",,,,17.1,16.8,"N","D/Hull"
15680503,,11.5,"Laden","N",,"N","Yokohama",,,"Third Millenium Shpg","N","19-Dec-2016","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N",,"Pending","N",,"28-Apr-2022","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,560ekW total, (1,950kVA total) 440V at 60Hz","28-Apr-2022","1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 103rpm",,,,17.1,16.8,"N","D/Hull"
15680637,,14.5,"Service","N",,"N","Yokohama",,,"Oceanbulk Maritime","N","01-Jun-2014","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N","Y","Fitted","N",,"10-Mar-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17 - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,650mkW total at 900rpm driving 3 x ac generator(s) at 1,500ekW total, (1,875kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 95rpm",,,,17.1,16.8,"N","D/Hull"
15680761,,11.5,"Eco-Speed - Laden","N",,"N","Yokohama",,,"Oceanbulk Maritime","N","01-Aug-2014","N",,,"I.H.I. (Yokohama)","I.H.I. (Yokohama)",,,,"N","Y","Fitted","N",,"01-Dec-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DC-17 - 4-stroke 6-cyl. 170mm x 270mm bore/stroke 1,650mkW total at 900rpm driving 3 x ac generator(s) at 1,500ekW total, (1,875kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 95rpm",,,,17.1,16.8,"N","D/Hull"
15749301,"2605",14.8,"Service","N",,"N","Kaohsiung",,,"Oak Maritime Group",,"19-Sep-2006","N",,,"CSBC (Kaohsiung)","CSBC Corporation",,,,"N",,"Fitted","N",,"04-Sep-2021","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-UV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,400mkW total at 900rpm driving 3 x Taiyo FE 547B-8 - AC generator(s) at 2,160ekW total, (2,700kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila Propulsion, 81rpm",,,,,,,"D/Hull"
15784331,"600755",14.7,"Service",,,"N","Yangzhou",,,"Nanjing Jianghai","Y","01-Jul-2020","N",,,"Sinopacific Dayang","Sinopacific Dayang",,,18,,,,,,,,4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 127rpm",,,1,21.32,18.26,"N","D/Hull"
15871279,,14.3,"Service","Y",,,"Maizuru",,,"Canship Ugland",,"01-Jan-2006","Y","Ice 15",,"Universal SB Maizuru","Universal SB Maizuru",,,,,,"Fitted",,,"19-May-2021","FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.1 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,664mkW total at 900rpm driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Rolls-Royce Marine, 91rpm",,,,,,"Y","D/Hull"
15898139,,14.5,"Service","N",,"N","Shanghai",,,"SPSC Ltd","N","01-Apr-2021","N",,,"Hudong Zhonghua","CSSC",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x ac generator(s)",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 105rpm, Ø7.25m",,,,14.62,15,"N","D/Hull"
15845133,,15,"Service","N",,"N","Geoje",,,"Angelicoussis Group","N","01-Jan-2020","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N","Y","Fitted","N",,"10-Apr-2020","FILTRATION - DISINFECTION (INJECTION DISINFECTANT)",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-SV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,640mkW total at 900rpm driving 3 x Nishishiba NTAKL-VC - AC generator(s) at 2,400ekW total, (3,000kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 91rpm",,,1,14.72,21,"N","D/Hull"
15845267,,14,"Service","N",,"N","Geoje",,,"Angelicoussis Group","N","01-Dec-2019","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N","Y","Fitted","N",,"28-Jan-2020","FILTRATION - DISINFECTION (INJECTION DISINFECTANT)",,,"3 x Aux. Diesel Gen. - Yanmar 6N21AL-SV - 4-stroke 6-cyl. 210mm x 290mm bore/stroke 2,640mkW total at 900rpm driving 3 x Nishishiba NTAKL-VC - AC generator(s) at 2,400ekW total, (3,000kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 91rpm",,,1,14.72,21,"N","D/Hull"
15924971,,15,"Service","N",,"N","Imari",,,"ASP Group","N","01-Aug-2007","N",,,"Namura Shipbuilding","Namura Zosensho",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,530ekW total, (1,912.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,,,,"N","D/Hull"
15925057,,15,"Service","N",,"N","Imari",,,"ASP Group","N","01-Apr-2008","N",,,"Namura Shipbuilding","Namura Zosensho",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,530ekW total, (1,912.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,"N","D/Hull"
15925181,,14,"Service","N",,"N","Imari",,,"ASP Group","N","01-Aug-2008","N",,,"Namura Shipbuilding","Namura Zosensho",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,530ekW total, (1,912.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm",,,,,,"N","D/Hull"
15937739,"NM",15,"Service","N",,"N","Marugame",,,"Synergy Group","N","01-Oct-2013","N",,,"Imabari SB Marugame","Imabari Shipbuilding",,,,"N",,"Fitted",,,"26-Apr-2021","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 5DC-17Ae - 4-stroke 5-cyl. 170mm x 270mm bore/stroke 1,470mkW total at 900rpm driving 3 x AC generator(s) at 1,350ekW total, (1,687.50kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,1,17.1,15.6,"N","D/Hull"
16132489,,14,"Service",,"Y","N","Taizhou",,,"Anhui Hua Chen","Y","01-Feb-2018","N",,,"Hexing Shipyard","Hexing Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric HFC6 454-64K - AC generator(s) at 1,425ekW total, (1,781kVA total) 450V",,"1 x FP Propeller (Aft Centre) (mechanical), 136rpm",,,1,20,20,"N","D/Hull"
16132492,,14,"Service",,"Y","N","Taizhou",,,"Taizhou Runhai Shpg","Y","01-Feb-2018","N",,,"Hexing Shipyard","Hexing Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Siemens Energy AC generator(s) at 1,200ekW total, (1,500kVA total) 440V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 136rpm",,,1,20,20,"N","D/Hull"
16132500,,13.5,"Laden",,"Y","N","Taizhou",,,"Ritelane Marine Inc.","Y","01-Dec-2020","N",,,"Hexing Shipyard","Hexing Shipyard",,,,,,"Fitted",,,"01-Feb-2020",,,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 5L16/24 60Hz - 4-stroke 5-cyl. 160mm x 240mm bore/stroke 1,530mkW total at 1,200rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Stainless Steel), Changzhou Zhonghai, 136rpm",,,1,20,20,"N","D/Hull"
15639051,,14.5,"Service","N",,"n","Geoje",,,"Chartworld Shipping","N","01-Feb-2022","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N",,,"N",,,,,,"3 x Aux. Diesel Gen. - Yanmar4-stroke 2,640mkW total at 900rpm driving 3 x Nishishiba ac generator(s) at 2,400ekW total, (3,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,14.72,21,"N","D/Hull"
15639185,,10,"Eco-Speed - Laden","N",,"N","Geoje",,,"Chartworld Shipping","N","01-Mar-2016","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N",,,"N",,,,,,"3 x Aux. Diesel Gen. - Yanmar4-stroke 2,640mkW total at 900rpm driving 3 x Nishishiba ac generator(s) at 2,400ekW total, (3,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,14.72,21,"N","D/Hull"
15639219,"OP",15,"Service","N",,"N","Geoje",,,"Diana Wilhelmsen","N","12-Dec-2007","N",,,"Daewoo (DSME)","Daewoo (DSME)",,,,"N",,"Fitted","N",,"26-Jul-2020","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar4-stroke 2,640mkW total at 900rpm driving 3 x Nishishiba ac generator(s) at 2,400ekW total, (3,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 91rpm",,,1,14.72,21,"N","D/Hull"
15615271,,14,"Service",,,"Y","Hamburg",,,"Mibau-Stema Shpg.",,"01-Jan-2005",,,"Conveyor","J. J. Sietas","J. J. Sietas",,,,,"Y","Pending",,,"29-Apr-2022","FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Caterpillar 3508-DITA - 4-stroke 8-cyl. 170mm x 190mm bore/stroke 2,118mkW total at 1,800rpm driving 3 x AC generator(s) at 60Hz",,"1 x CP Propeller (Aft Centre) (mechanical), Wartsila Propulsion",,,,,,,"D/Hull"
15604091,,14.5,"Service","N",,"N","Saikai",,,"Orion Reederei","N","31-May-2006","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,"N",,"Fitted",,,"25-Aug-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N18AL-HV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,335mkW total at 900rpm driving 3 x ac generator(s) at 1,200ekW total, (1,500kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89.40rpm",,,1,16.92,15.88,"N","D/Hull"
15604125,,14.5,"Service","N",,"N","Saikai",,,"Blumenthal, Johann","N","16-May-2006","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,"N",,,,,,,,,"2 x Aux. Diesel Gen. - Yanmar 6N18AL-HV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 890mkW total at 900rpm driving 2 x ac generator(s) at 800ekW total, (1,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89.40rpm",,,1,16.92,15.88,"N","D/Hull"
15604259,,14.5,"Service","N",,"N","Saikai",,,"Blumenthal, Johann","N","01-Mar-2012","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,,,,,,,,"2 x Aux. Diesel Gen. - Yanmar 6N18AL-HV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 890mkW total at 900rpm driving 2 x ac generator(s) at 800ekW total, (1,000kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89.40rpm",,,1,16.92,15.88,"N","D/Hull"
15670825,,14.5,"Service","N",,"N","Saikai",,,"Orion Reederei","N","03-Oct-2007","N",,,"Oshima Shipbuilding","Oshima Shipbuilding",,,,,,"Pending",,,"01-Sep-2022","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"2 x Aux. Diesel Gen. - Yanmar 6N18AL-HV - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 890mkW total at 900rpm driving 2 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 89rpm",,,,,,"N","D/Hull"
15674115,,14,"Laden",,,,"Kochi",,,"Lintas Maritime","Y","01-Jun-2020","N",,,"Cochin Shipyard","Cochin Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N18L-SN - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,503mkW total at 720rpm driving 3 x Taiyo FE 547A-10 - AC generator(s) at 1,650ekW total, (2,062.50kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 131rpm",,,,20.8,21,,"D/Hull"
15674249,,14,"Laden",,,,"Kochi",,,"Viet Thuan Transport","Y","01-Dec-2019","N",,,"Cochin Shipyard","Cochin Shipyard",,,,,,"Fitted",,,"09-Aug-2019","ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Yanmar 6N18L-SN - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,503mkW total at 720rpm driving 3 x Taiyo FE 547A-10 - AC generator(s) at 1,650ekW total, (2,062.50kVA total)","09-Aug-2019","1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 131rpm",,,,20.8,21,,"D/Hull"
15674373,,14,"Laden",,,,"Kochi",,,"Viet Thuan Transport","Y","01-Dec-2019","N",,,"Cochin Shipyard","Cochin Shipyard",,,,,,,,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6N18L-SN - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,503mkW total at 720rpm driving 3 x Taiyo FE 547A-10 - AC generator(s) at 1,650ekW total, (2,062.50kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 131rpm",,,,20.8,21,,"D/Hull"
15674407,,12,"Eco-Speed - Laden",,,,"Kochi",,,"Tide Line Inc.","Y","01-Jun-2021","N",,,"Cochin Shipyard","Cochin Shipyard",,,,,,"Fitted",,,"14-Mar-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N18L-SN - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,503mkW total at 720rpm driving 3 x Taiyo FE 547A-10 - AC generator(s) at 1,650ekW total, (2,062.50kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 131rpm",,,,20.8,21,,"D/Hull"
15674531,,14,"Service",,,,"Kochi",,,"Tide Line Inc.","Y","01-Nov-2018","N",,,"Cochin Shipyard","Cochin Shipyard",,,,,,"Fitted",,,"09-Jul-2021","FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6N18L-SN - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,503mkW total at 720rpm driving 3 x Taiyo FE 547A-10 - AC generator(s) at 1,650ekW total, (2,062.50kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 131rpm",,,,20.8,21,,"D/Hull"
