16289042,,14.2,"Service",,"D",,"Nantong",,,"Eddie Steamship Co.",,"31-Dec-2014",,,,"CMHI (Jiangsu)","China Merchants",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-20 - 4-stroke 6-cyl. 205mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x Hyundai Electric AC generator(s) at 2,160ekW total, (2,700kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Wuhan Heavy, 89rpm"
16289105,,14.2,"Service",,"M",,"Zhenjiang",,,"KMARIN",,"01-Aug-2015",,,,"Jiangsu New Hantong","Hantong Group",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16289176,,13.5,"Laden",,"M",,"Zhoushan",,,"Changjiang Breaking",,"01-Feb-2015",,,,"Zhoushan Changhong","Zhoushan Changhong",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,830mkW total at 720rpm driving 3 x Hyundai Electric HFC6 502-14K - AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16289189,,13.7,"Service",,"M",,"Zhoushan",,,"Changjiang Breaking",,"01-Apr-2015",,,,"Zhoushan Changhong","Zhoushan Changhong",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,830mkW total at 720rpm driving 3 x Hyundai Electric HFC6 502-14K - AC generator(s) at 1,800ekW total, (2,250kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Wuhan Heavy, 99rpm"
16289192,,14.4,"Service",,"M",,"Zhoushan",,,"Changjiang Breaking",,"01-Nov-2015",,,,"Zhoushan Changhong","Zhoushan Changhong",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16289200,,14.4,"Service",,"M",,"Zhoushan",,,"Changjiang Breaking",,"01-May-2016",,,,"Zhoushan Changhong","Zhoushan Changhong",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 71rpm"
16289350,,,,,"D",,"Tongyeong",,,"Anglo-Eastern S/Mngt",,"01-Nov-2017",,,,"Sungdong SB","Sungdong SB",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 2,640mkW total at 900rpm driving 3 x Taiyo FE 547C-8 - ac generator(s) at 2,400ekW total, (3,000kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), HHI-EMD (HiMSEN), 73rpm"
16289534,,,,,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-Dec-2016","Y","B",,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,980mkW total at 900rpm driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16289547,,,,,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-Dec-2016","Y","B",,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,980mkW total at 900rpm driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16289550,,13.8,"Service",,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-May-2017","Y","B",,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,980mkW total at 900rpm driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16289563,,13.8,"Service",,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-May-2017","Y","B",,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Daihatsu 5DK-20e - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 1,980mkW total at 900rpm driving 3 x Hyundai Electric HFC6 502-84K - AC generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 99rpm"
16289576,,,,,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-Apr-2017",,,,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Wartsila 4-stroke 4L20 - 4-stroke 4-cyl. 200mm x 280mm bore/stroke 2,244mkW total at 900rpm driving 3 x Hyundai Electric 1FC6 506-8SA83 - AC generator(s) at 1,945ekW total, (2,431kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Wartsila CME, 89rpm, Ø6.70m",,,,22.96,18.26
16289589,,,,,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-Apr-2017",,,,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Wartsila 4-stroke 4L20 - 4-stroke 4-cyl. 200mm x 280mm bore/stroke 2,244mkW total at 900rpm driving 3 x Hyundai Electric AC generator(s) at 1,945ekW total, (2,431kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 89rpm",,,,22.96,18.26
16289592,,14.4,"Service",,"D",,"Jiangyin",,,"China COSCO Shipping",,"01-Jul-2017",,,,"Chengxi Shipyard","CSSC",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x Hyundai Electric AC generator(s) at 1,350ekW total, (1,935kVA total)",,"1 x FP Propeller (Aft Centre) (mechanical), Wartsila CME, 89rpm",,,,22.96,18.26
16289613,,14,"Service",,"D",,"Qinghuangdao",,,"China COSCO Shipping",,"28-Nov-2016",,,,"Shanhaiguan SB","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x HFC6 504-14K - AC generator(s) at 1,950ekW total, (2,437.50kVA total) 450V at 50Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 100rpm, Ø6.00m"
16289626,,,,,"D",,"Qinghuangdao",,,"China COSCO Shipping",,"01-Dec-2016",,,,"Shanhaiguan SB","CSSC",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x Hyundai Electric HFC6 504-14K - AC generator(s) at 1,950ekW total, (2,437.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 100rpm, Ø6.00m"
16289639,"2637",,,,"D",,"Saiki",,,"Wisdom Marine Group",,"01-Aug-2019",,,,"Saiki Hvy. Ind.","Onomichi Dockyd",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 110rpm"
16289642,,15,"Design Speed",,"D",,"Huludao",,,"Anglo-Eastern Group",,"01-Mar-2016",,,,"Bohai Shipbuilding","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFC6 564-84K - ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 82.60rpm"
16289655,,15,"Design Speed",,"D",,"Huludao",,,"Berge Bulk",,"01-Jan-2017",,,,"Bohai Shipbuilding","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFC6 564-84K - ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 82.60rpm"
16289668,,15,"Design Speed",,"D",,"Huludao",,,"Berge Bulk",,"01-Sep-2017",,,,"Bohai Shipbuilding","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFC6 564-84K - ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 82.60rpm"
16289671,,15,"Design Speed",,"D",,"Huludao",,,"Berge Bulk",,"01-Oct-2017",,,,"Bohai Shipbuilding","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFC6 564-84K - ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 82.60rpm"
16289684,,15,"Design Speed",,"D",,"Huludao",,,"Berge Bulk",,"01-Jan-2018",,,,"Bohai Shipbuilding","CSSC",,,,,"Y","Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x Hyundai Electric HFC6 564-84K - ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Dalian Marine, 82.60rpm"
16289734,"PVT",13.2,"Service",,"D",,"Hanoi",,,"PetroVietnam",,"01-Jun-2019",,,,"Ha Noi Shipyard","Ha Noi Shipyard",,,,,,,,,,,,,,,"1 x FP Propeller (Aft Centre) (mechanical), 220rpm, Ø3.49m",,,1,19.4,11.4,"N"
16289747,,16,"Trial Speed",,"M",,"Zhoushan",,,,,"01-Feb-2017",,,,"Tsuneishi Zhoushan","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 89rpm"
16289750,,,,,"M",,"Zhoushan",,,"Mykonos Shpg. Co.",,"01-Jan-2020",,,,"Tsuneishi Zhoushan","Tsuneishi Holdings",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x Taiyo AC generator(s) at 2,460ekW total, (3,075kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 89rpm"
16289789,,14.5,"Service",,"D",,"Maizuru",,,"RB British",,"01-Jun-2016",,,,"JMU Maizuru Shipyard","Japan Marine United",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,650mkW total at 900rpm driving 3 x AC generator(s) at 1,440ekW total, (1,800kVA total) at 60Hz",,"1 x FP Propeller (Aft & Fwd) (mechanical), Nakashima, 86rpm"
16289792,,14.5,"Service",,"D",,"Maizuru",,,"RB British",,"01-Jun-2016",,,,"JMU Maizuru Shipyard","Japan Marine United",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 1,650mkW total at 900rpm driving 3 x AC generator(s) at 1,440ekW total, (1,800kVA total) at 60Hz",,"1 x FP Propeller (Aft & Fwd) (mechanical), Nakashima, 86rpm"
16289963,,,,,"D",,"Qingdao",,,"Foremost Group",,"01-Jul-2016",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo FE 547C-8 - ac generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 70.50rpm"
16289976,,,,,"D",,"Qingdao",,,"Foremost Group",,"01-Jan-2017",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo FE 547C-8 - ac generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 70.50rpm"
16289989,,,,,"D",,"Qingdao",,,"Foremost Group",,"01-Jun-2017",,,,"Beihai Shipyard","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTRODIALYTIC DISINFECTION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY22ALW - 4-stroke 6-cyl. 220mm x 320mm bore/stroke 2,910mkW total at 900rpm driving 3 x Taiyo FE 547C-8 - ac generator(s) at 2,700ekW total, (3,375kVA total) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 70.50rpm"
16290048,"03360",14,"Service",,"M",,"Imari",,,,,"01-Dec-2016",,,,"Namura Shipbuilding","Namura Zosensho",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,20.4,20.4
16290051,"03360",14,"Service",,"M",,"Imari",,,"Wallem Shipmngt",,"01-Dec-2016",,,,"Namura Shipbuilding","Namura Zosensho",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18ALW - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)",,,,20.4,20.4
16290169,,15,"Design Speed",,"D",,"Mihara",,,"Alpha Tankers",,"27-Jul-2016",,,,"Imabari SB Hiroshima","Imabari Shipbuilding",,,,,,"Fitted",,,,"FILTRATION - DISINFECTION (INJECTION DISINFECTANT) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,580mkW total at 900rpm driving 3 x Nishishiba NTAKL-VE - ac generator(s) at 2,040ekW total, (2,550kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Bronze), Nakashima, 87rpm"
16290248,,,,,"M",,"Nantong",,,"Baoyuan Internat.",,"01-Sep-2014",,,,"Jiangsu Hantong HI","Hantong Group",,,,,,"Fitted",,,,"FILTRATION - ULTRAVIOLET",,,"2 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 1,600mkW total at 720rpm driving 2 x AC generator(s) at 60Hz, 1 x Aux. Diesel Gen. - Daihatsu 5DK-20 - 4-stroke 5-cyl. 200mm x 300mm bore/stroke 610mkW total at 720rpm driving 1 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical)"
16290251,"PSL",15.3,"Trial Speed",,"M",,"Taizhou",,,"Precious Shipping",,"01-Apr-2016",,,,"Taizhou Sanfu","Taizhou Sanfu",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 77rpm"
16290264,"PSL",15.5,"Trial Speed",,"M",,"Taizhou",,,"Precious Shipping",,"01-Oct-2016",,,,"Taizhou Sanfu","Taizhou Sanfu",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 77rpm"
16290277,,13.5,"Laden",,"D",,"Dalian",,,"Anglo-Eastern Group",,"01-Jan-2018",,,,"COSCO Dalian SY","COSCO Dalian SY",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Yanmar 6EY18AL - 4-stroke 6-cyl. 180mm x 280mm bore/stroke 2,400mkW total at 900rpm driving 3 x ac generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima"
16290293,,14.3,"Service",,"D",,"Dalian",,,"Chandris Group",,"31-Dec-2014",,,,"COSCO Dalian SY","COSCO Dalian SY",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - 4-stroke  driving 3 x AC generator(s) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, Ø6.95m"
16290327,,13.5,"Laden",,"D",,"Zhoushan",,,"Anglo-Eastern Group","Y","01-May-2017",,,,"COSCO Zhoushan","COSCO Zhoushan",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-20 - 4-stroke 6-cyl. 205mm x 300mm bore/stroke 2,310mkW total at 900rpm driving 3 x Hyundai Electric HFC6 506-14K - ac generator(s) at 2,160ekW total, (2,700kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Nakashima, 105rpm",,,1
16290330,,13.5,"Laden",,"D",,"Zhoushan",,,"Anglo-Eastern Group","Y","01-Mar-2018",,,,"COSCO HI (Zhoushan)","COSCO Shipping HI",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",4,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20e - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 2,400mkW total at 720rpm driving 3 x Hyundai Electric HFC6 506-14K - ac generator(s) at 2,160ekW total, (2,700kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 89rpm",,,1
16290369,,14,"Laden",,"M",,"Ninh Phuoc",,,"Opal Ship Management",,"01-Nov-2021",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,"3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN) 5H17/28 - 4-stroke 5-cyl. 170mm x 280mm bore/stroke 1,725mkW total at 900rpm driving 3 x AC generator(s) at 1,614ekW total, (2,016kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), 107rpm",15.66,,,19.44,17.12
16290372,,14,"Laden",,"M",,"Ninh Phuoc",,,"KMARIN",,"01-Jul-2014",,,,"Hyundai Vietnam SB","Hyundai HI Group",,,,,,"Fitted",,,,"ELECTROLYSIS (ELECTRO-CHLORINATION)",,,,,"1 x FP Propeller (Aft Centre) (mechanical), 108rpm",15.8,,,19.44,17.12
16290385,,14,"Laden",,"D",,"Taizhou",,,"Konkar Shpg Agencies",,"01-Jun-2015",,,,"Jiangsu New YZJ","Yangzijiang Holdings",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 2,424mkW total at 900rpm driving 3 x Hyundai Electric HFC7 500-8P - AC generator(s) at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3))"
16290664,"FMG",15,"Service",,"D",,"Guangzhou",,,"Anglo-Eastern Group",,"01-Dec-2017",,,,"GSI Nansha","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x ac generator(s) at 2,940ekW total, (3,712.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 72rpm, Ø10.50m"
16290677,"FMG",15,"Service",,"D",,"Guangzhou",,,"Anglo-Eastern Group",,"01-Feb-2018",,,,"GSI Nansha","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x ac generator(s) at 2,940ekW total, (3,712.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 72rpm, Ø10.50m"
16290680,"FMG",15,"Service",,"D",,"Guangzhou",,,"Anglo-Eastern Group",,"01-Jun-2018",,,,"GSI Nansha","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x ac generator(s) at 2,940ekW total, (3,712.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 72rpm, Ø10.50m"
16290693,"FMG",15,"Service",,"D",,"Guangzhou",,,"Anglo-Eastern Group",,"01-Aug-2018",,,,"GSI Nansha","CSSC",,,,,,"Fitted",,,,"FILTRATION - ELECTROLYSIS (ELECTRO-CHLORINATION) - NEUTRALIZATION",,,"3 x Aux. Diesel Gen. - Daihatsu 6DK-20 - 4-stroke 6-cyl. 200mm x 300mm bore/stroke 3,120mkW total at 900rpm driving 3 x ac generator(s) at 2,940ekW total, (3,712.50kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Dalian Marine, 72rpm, Ø10.50m"
16290985,,13.5,"Laden",,"D",,"Imabari",,,"Sealink Navigation",,"01-Aug-2021",,,,"Imabari SB (Imabari)","Imabari Shipbuilding",,,,,,"Fitted",,,,,,,"3 x Aux. Diesel Gen. - Daihatsu 6DE-18 - 4-stroke 6-cyl. 185mm x 280mm bore/stroke 1,980mkW total at 900rpm driving 3 x Taiyo FE 547A-8 - ac generator(s) at 1,800ekW total, (2,250kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical) (Ni-Al Bronze (Cu3)), Nakashima, 108rpm"
16291395,,15.4,"Service",,"M",,"Haenam",,,"Fleet Management",,"01-Oct-2016",,,,"Daehan Shipbuilding","Daehan Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 66.30rpm"
16291403,,14.7,"Laden",,"M",,"Haenam",,,"Fleet Management",,"01-Sep-2017",,,,"Daehan Shipbuilding","Daehan Shipbuilding",,,,,"Y","Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,"3 x Aux. Diesel Gen. - MAN Energy Solutions 6L23/30H Mk.2 - 4-stroke 6-cyl. 225mm x 300mm bore/stroke 2,880mkW total at 900rpm driving 3 x ac generator(s) at 2,730ekW total, (3,414kVA total) 450V at 60Hz",,"1 x FP Propeller (Aft Centre) (mechanical), Silla Metal, 66.30rpm"
16291782,,13.5,"Laden",,"D",,"Zhoushan",,,"China COSCO Shipping",,"01-Jun-2019",,,,"COSCO HI (Zhoushan)","COSCO Shipping HI",,,,,,"Fitted",,,,"FILTRATION - OXIDATION (ELECTROCATALYSIS) -  ULTRASOUND",,,,,"1 x FP Propeller (Aft Centre) (mechanical), 105rpm"
